AÑO,CENTRO DIRECTIVO,CONCEPTO ECONÓMICO,IMPORTE
2016,DTOR INSTITUTO CMT  MOTORES TERMICOS,Servicios de transporte,360.42
2016,DTOR INSTITUTO CMT  MOTORES TERMICOS,Actos protocolarios y de representación,4557.02
2016,EPS DE ALCOY,Suministros de combustibles,490.73
2016,EPS DE ALCOY,Primas de seguros: De vehículos,539.75
2016,EPS DE ALCOY,Transportes y comunicaciones: Correo y mensajería,33.36
2016,EPS DE ALCOY,Compras de material de oficina no inventariable,16.65
2016,EPS DE ALCOY,Otros Gastos diversos,1409.76
2016,EPS DE ALCOY,Tributos de carácter local,620.85
2016,EPS DE ALCOY,Suministros de otros productos,2511.45
2016,EPS DE ALCOY,Gastos diversos: Atenciones protoc. y represent.,1323.87
2016,EPS DE ALCOY,Gastos de viajes de alumnos,367.25
2016,EPS DE ALCOY,Compras de material informático no inventariable,25.6
2016,EPS DE ALCOY,Suministros de material deportivo,176.21
2016,EPS DE ALCOY,Trabajos por otras empresas: Otros,843.37
2016,EPS DE ALCOY,Gastos de viajes por gestión y representación,1454.85
2016,EPS GANDIA,Gastos diversos: Publicidad y propaganda,696.34
2016,EPS GANDIA,Reparación y conservación de mobiliario y enseres,54.46
2016,EPS GANDIA,Reparación y conserv. de edificios y ot. const.,63.03
2016,EPS GANDIA,Trabajos por otras empresas: Limpieza y aseo,960.0
2016,EPS GANDIA,Gastos diversos: Reuniones y conferencias (C.Insc),1161.5
2016,EPS GANDIA,Adquisición de otro inmovilizado material,247.61
2016,EPS GANDIA,Reparación y conserv. de instalaciones técnicas,205.49
2016,EPS GANDIA,Compras de material informático no inventariable,163.99
2016,EPS GANDIA,Otros Gastos diversos,4410.8
2016,EPS GANDIA,Transportes y comunicaciones: Correo y mensajería,795.81
2016,EPS GANDIA,Reparación y conservación de otros bienes,472.19
2016,EPS GANDIA,Trabajos por otras empresas: Otros,339.99
2016,EPS GANDIA,Suministros de material de laboratorio,402.91
2016,EPS GANDIA,Gastos diversos: Atenciones protoc. y represent.,1801.41
2016,EPS GANDIA,"Gastos diversos: Cursos, cursillos y conferencias",1205.17
2016,EPS GANDIA,Adquisición equipos didácticos e investigación,495.99
2016,ETS DE ARQUITECTURA,Suministros de otros productos,374.21
2016,ETS DE ARQUITECTURA,Transp. y comunic.: Otros serv. de transporte,3.25
2016,ETS DE ARQUITECTURA,Gastos diversos: Atenciones protoc. y represent.,268.13
2016,ETS DE ARQUITECTURA,Trabajos por otras empresas: Otros,1760.78
2016,ETS DE ARQUITECTURA,Reparación y conservación de maquinaria,2428.47
2016,ETS DE ARQUITECTURA,Compras de material informático no inventariable,65.96
2016,ETS DE ARQUITECTURA,Compras de material de oficina no inventariable,210.15
2016,ETS DE ARQUITECTURA,Adquisición de otro inmovilizado material,89.98
2016,ETS DE ARQUITECTURA,Gastos diversos: Reuniones y conferencias (C.Insc),217.8
2016,ETS DE ARQUITECTURA,Suministros de material de laboratorio,168.19
2016,ETS DE ARQUITECTURA,Adquisición maquinaria,3423.09
2016,ETS DE ARQUITECTURA,Otros Gastos diversos,788.19
2016,ETSI AGRONÓMICA Y MEDIO NATURAL,Otros Gastos diversos,299.14
2016,ETSI AGRONÓMICA Y MEDIO NATURAL,Suministros de otros productos,9.5
2016,ETSI AGRONÓMICA Y MEDIO NATURAL,Suministros de vestuario,96.0
2016,ETSI AGRONÓMICA Y MEDIO NATURAL,Suministros de agua,269.46
2016,ETSI AGRONÓMICA Y MEDIO NATURAL,Compras de material de oficina no inventariable,1761.09
2016,ETSI AGRONÓMICA Y MEDIO NATURAL,Tributos de carácter local,76.26
2016,ETSI AGRONÓMICA Y MEDIO NATURAL,Trabajos por otras empresas: Otros,60.5
2016,ETSI AGRONÓMICA Y MEDIO NATURAL,Reparación y conservación de otros bienes,205.7
2016,ETSI AGRONÓMICA Y MEDIO NATURAL,Gastos diversos: Atenciones protoc. y represent.,3652.11
2016,ETSI AGRONÓMICA Y MEDIO NATURAL,Gastos de viajes de alumnos,196.93
2016,ETSI AGRONÓMICA Y MEDIO NATURAL,Compras de material informático no inventariable,23.04
2016,ETSI AGRONÓMICA Y MEDIO NATURAL,Reparación y conservación de maquinaria,450.39
2016,ETSI DEL DISEÑO,Suministros de material de laboratorio,6229.36
2016,ETSI DEL DISEÑO,Suministros de material deportivo,270.07
2016,ETSI DEL DISEÑO,Gastos diversos: Atenciones protoc. y represent.,7338.25
2016,ETSI DEL DISEÑO,Primas de seguros: De otros riesgos,189.38
2016,ETSI DEL DISEÑO,"Compras de prensa, revistas y public. periódicas",327.0
2016,ETSI DEL DISEÑO,Compras de material de oficina no inventariable,133.61
2016,ETSI DEL DISEÑO,"Gastos diversos: Cursos, cursillos y conferencias",1900.0
2016,ETSI DEL DISEÑO,Gastos de viajes de alumnos,3636.52
2016,ETSI DEL DISEÑO,Adquisición mobiliario,357.94
2016,ETSI DEL DISEÑO,Gastos diversos: Reuniones y conferencias (C.Insc),4135.0
2016,ETSI DEL DISEÑO,Compras de material informático no inventariable,353.32
2016,ETSI DEL DISEÑO,Otros Gastos diversos,2128.11
2016,ETSI DEL DISEÑO,Gastos diversos: Publicidad y propaganda,311.5
2016,ETSI DEL DISEÑO,Trabajos por otras empresas: Otros,4578.95
2016,ETSI DEL DISEÑO,Gastos de viajes por gestión y representación,1183.09
2016,ETSI DEL DISEÑO,Adquisición de otro inmovilizado material,12306.44
2016,ETSI DEL DISEÑO,Suministros de otros productos,2236.25
2016,ETSI TELECOMUNICACIONES,Suministros de otros productos,426.68
2016,ETSI TELECOMUNICACIONES,Conservación y reparación: De edificios,119.0
2016,ETSI TELECOMUNICACIONES,Gastos de viajes por gestión y representación,229.56
2016,ETSI TELECOMUNICACIONES,Gastos de viajes por docencia,100.0
2016,ETSI TELECOMUNICACIONES,"Compras de prensa, revistas y public. periódicas",528.9
2016,ETSI TELECOMUNICACIONES,Gastos diversos: Atenciones protoc. y represent.,44.5
2016,ETSI TELECOMUNICACIONES,Otros Gastos diversos,230.05
2016,ETSI TELECOMUNICACIONES,Reparación y conserv. de edificios y ot. const.,179.08
2016,FACULTAD DE ADM Y DIREC DE EMPRESAS,"Gastos diversos: Cursos, cursillos y conferencias",450.0
2016,FACULTAD DE ADM Y DIREC DE EMPRESAS,Gastos de viajes por gestión y representación,3006.14
2016,FACULTAD DE ADM Y DIREC DE EMPRESAS,Adquisición mobiliario,1791.36
2016,FACULTAD DE ADM Y DIREC DE EMPRESAS,Compras de material de oficina no inventariable,90.03
2016,FACULTAD DE ADM Y DIREC DE EMPRESAS,Trabajos por otras empresas: Otros,1626.7
2016,FACULTAD DE ADM Y DIREC DE EMPRESAS,Gastos diversos: Reuniones y conferencias (C.Insc),500.0
2016,FACULTAD DE ADM Y DIREC DE EMPRESAS,Suministros de otros productos,1467.73
2016,FACULTAD DE ADM Y DIREC DE EMPRESAS,Gastos diversos: Atenciones protoc. y represent.,1340.65
2016,FACULTAD DE ADM Y DIREC DE EMPRESAS,Otros Gastos diversos,196.05
2016,FACULTAD DE BELLAS ARTES,Gastos diversos: Publicidad y propaganda,701.2
2016,FACULTAD DE BELLAS ARTES,Gastos diversos: Atenciones protoc. y represent.,2162.02
2016,FACULTAD DE BELLAS ARTES,Adquisición equipos didácticos e investigación,149.89
2016,FACULTAD DE BELLAS ARTES,Tributos de carácter local,307.09
2016,FACULTAD DE BELLAS ARTES,Trabajos por otras empresas: Otros,228.69
2016,FACULTAD DE BELLAS ARTES,Reparación y conservación de otros bienes,1204.31
2016,FACULTAD DE BELLAS ARTES,Suministros de otros productos,1182.97
2016,FACULTAD DE BELLAS ARTES,Otros Gastos diversos,3010.62
2016,FACULTAD DE BELLAS ARTES,Repar. y conservación de material de transporte,1057.43
2016,FACULTAD DE BELLAS ARTES,Gastos de viajes de alumnos,353.51
2016,FACULTAD DE BELLAS ARTES,Primas de seguros: De otro inmovilizado,649.48
2016,FACULTAD DE BELLAS ARTES,"Gastos diversos: Cursos, cursillos y conferencias",120.01
2016,FACULTAD DE BELLAS ARTES,Reparación y conservación de mobiliario y enseres,174.54
2016,INFRAESTRUCTURAS,Adquisición aplicaciones informáticas,363.0
2016,INFRAESTRUCTURAS,Repar. y conservación de material de transporte,495.33
2016,INFRAESTRUCTURAS,Gastos de viajes por gestión y representación,256.8
2016,INFRAESTRUCTURAS,Suministros de otros productos,421.1
2016,INFRAESTRUCTURAS,Suministros de combustibles,2005.1
2016,INSTITUTO NTC,Trabajos por otras empresas: Otros,4621.22
2016,INSTITUTO NTC,Reuniones y conferencias (Cuotas inscripción),3297.9
2016,INSTITUTO NTC,Suministros de material de laboratorio,21497.25
2016,INSTITUTO NTC,Actos protocolarios y de representación,60.01
2016,INSTITUTO NTC,Correo y mensajería,39.43
2016,INSTITUTO NTC,Adquisición equipos didácticos e investigación,5133.6
2016,INSTITUTO NTC,"Dietas, locomoción y traslados",953.57
2016,INSTITUTO NTC,Gastos financieros,10.0
2016,INSTITUTO NTC,otros gastos diversos,2600.46
2016,INSTITUTO NTC,Adquisición de útiles y herramientas,67.02
2016,MASTER EN DISEÑO E ILUSTRACION,Suministros de material de laboratorio,37.36
2016,MASTER EN DISEÑO E ILUSTRACION,Trabajos por otras empresas: Otros,248.0
2016,MASTER EN DISEÑO E ILUSTRACION,Material de oficina no inventariable,135.0
2016,MASTER EN DISEÑO E ILUSTRACION,Suministros de otros productos,600.96
2016,MASTER EN DISEÑO E ILUSTRACION,Reuniones y conferencias (Cuotas inscripción),238.0
2016,MASTER EN DISEÑO E ILUSTRACION,otros gastos diversos,87.78
2016,MASTER EN DISEÑO E ILUSTRACION,Adquisición de mobiliario,1035.0
2016,MASTER EN DISEÑO E ILUSTRACION,Actos protocolarios y de representación,33.74
2016,PLANIFICACION,Trabajos por otras empresas: Otros,1158.7
2016,PLANIFICACION,Gastos diversos: Reuniones y conferencias (C.Ins),500.0
2016,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Gastos de viajes por gestión y representación,620.13
2016,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Gastos diversos: Atenciones protoc. y represent.,3283.81
2016,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Otros Gastos diversos,363.0
2016,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Adquisición fondos bibliográficos,81.22
2016,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Adquisición de otro inmovilizado material,99.9
2016,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Gastos en fotocopias,77.36
2016,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Trabajos por otras empresas: Otros,3388.98
2016,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Suministros de otros productos,44.35
2016,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Transp. y comunic.: Otros serv. de transporte,29.15
2016,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Adquisición equipos procesos información,559.67
2016,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Compras de material de oficina no inventariable,153.15
2016,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,"Gastos diversos: Cursos, cursillos y conferencias",3138.88
2016,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Trab.por ot. empr.: Estudios y trabajos técnicos,5037.84
2016,PROMOCIÓ I NORMALITZACIÓ LINGÜÍSTICA,Adquisición aplicaciones informáticas,400.0
2016,RELACIONES INSTITUCIONALES,Otros Gastos diversos,10.0
2016,RELACIONES INSTITUCIONALES,Gastos diversos: Atenciones protoc. y represent.,2477.06
2016,RELACIONES INSTITUCIONALES,Gastos diversos: Reuniones y conferencias (C.Insc),590.0
2016,RELACIONES INSTITUCIONALES,Transportes y comunicaciones: Correo y mensajería,196.48
2016,RELACIONES INSTITUCIONALES,Primas de seguros: De otros riesgos,161.75
2016,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Otros Gastos diversos,80.9
2016,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Adquisición de otro inmovilizado material,40.08
2016,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Trabajos por otras empresas: Otros,81.97
2016,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Gastos diversos: Jurídico-contencioso,1553.6
2016,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Gastos diversos: Reuniones y conferencias (C.Insc),1940.0
2016,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Gastos de viajes por gestión y representación,1062.36
2016,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Transportes y comunicaciones: Correo y mensajería,108.23
2016,SECRETARIA GENERAL Y SERVICIOS JURIDICOS,Transp. y comunic.: Otros serv. de transporte,104.6
2016,SERVICIOS COMUNES  TRIBUNALES,Suministros de combustibles,8.88
2016,SERVICIOS COMUNES  TRIBUNALES,Primas de seguros: De vehículos,193.37
2016,SERVICIOS COMUNES  TRIBUNALES,Suministros de otros productos,12.9
2016,SERVICIOS COMUNES  TRIBUNALES,Transp. y comunic.: Otros serv. de transporte,50.3
2016,SERVICIOS COMUNES  TRIBUNALES,Repar. y conservación de material de transporte,521.33
2016,SERVICIOS COMUNES  TRIBUNALES,Compras de material de oficina no inventariable,0.98
2016,SERVICIOS COMUNES  TRIBUNALES,Otros Gastos diversos,6957.28
2016,SERVICIOS COMUNES  TRIBUNALES,Gastos de viajes por gestión y representación,1981.33
2016,SERVICIOS COMUNES  TRIBUNALES,Tributos de carácter autonómico,6102.02
2016,SERVICIOS COMUNES  TRIBUNALES,Gastos diversos: Reuniones y conferencias (C.Insc),1550.0
2016,ESCOLA D'ESTIU,Otros Gastos diversos,309.04
2016,ESCOLA D'ESTIU,Suministros de otros productos,5083.8
2016,ESCOLA D'ESTIU,Reparación y conservación de otros bienes,585.98
2016,ESCOLA D'ESTIU,"Gastos en viajes deportivos, culturales y sociales",5145.01
2016,ESCOLA D'ESTIU,Tributos de carácter autonómico,44.19
2016,ESCOLA D'ESTIU,Suministros de productos alimenticios y piensos,4923.51
2016,ESCOLA D'ESTIU,Compras de material audiovisual no inventariable,725.4
2016,ESCOLA D'ESTIU,Compras de material informático no inventariable,362.2
2016,ESCOLA D'ESTIU,Suministros de material deportivo,181.49
2016,ESCOLA D'ESTIU,Gastos diversos: Publicidad y propaganda,478.4
2016,ESCOLA D'ESTIU,Gastos diversos: Atenciones protoc. y represent.,671.64
2016,ESCOLA D'ESTIU,Tributos de carácter local,167.27
2016,ESCOLA D'ESTIU,Primas de seguros: De vehículos,605.09
2016,ESCOLA D'ESTIU,Suministros de combustibles,3207.17
2016,ESCOLA D'ESTIU,Trabajos por otras empresas: Otros,12083.8
2016,ESCOLA D'ESTIU,Repar. y conservación de material de transporte,526.11
2016,ESCOLA D'ESTIU,Suministros de agua,4.84
2016,ESCOLA D'ESTIU,Gastos de locomoción,10.0
2016,INSTITUTO DE TECNOLOGIA QUIMICA,Servicios de transporte,42.15
2016,INSTITUTO DE TECNOLOGIA QUIMICA,Suministros de otros productos,668.06
2016,INSTITUTO DE TECNOLOGIA QUIMICA,"Cursos, cursillos y conferencias",574.66
2016,INSTITUTO DE TECNOLOGIA QUIMICA,Material de oficina no inventariable,17.9
2016,INSTITUTO DE TECNOLOGIA QUIMICA,Conservación de otro inmovilizado material,15.04
2016,INSTITUTO DE TECNOLOGIA QUIMICA,otros gastos diversos,610.83
2016,INSTITUTO DE TECNOLOGIA QUIMICA,Trabajos por otras empresas: Otros,296.0
2016,INSTITUTO DE TECNOLOGIA QUIMICA,Actos protocolarios y de representación,811.53
2016,INSTITUTO DE TECNOLOGIA QUIMICA,Reuniones y conferencias (Cuotas inscripción),5716.51
2016,INSTITUTO DE TECNOLOGIA QUIMICA,Correo y mensajería,121.34
2016,INSTITUTO DE TECNOLOGIA QUIMICA,"Dietas, locomoción y traslados",364.0
2016,INSTITUTO DE TECNOLOGIA QUIMICA,Suministros de material de laboratorio,1175.08
2016,INSTITUTO DE TECNOLOGIA QUIMICA,Suministros de combustible,111.75
2017,PLANIFICACION Y PROSPECTIVA,Gastos diversos: Reuniones y conferencias (C.Ins),300.0
2017,EFICIENCIA ENERGETICA Y MEDIO AMBIENTE,Transp. y comunic.: Otros serv. de transporte,4.05
2017,EFICIENCIA ENERGETICA Y MEDIO AMBIENTE,Gastos de viajes por gestión y representación,338.03
2017,EFICIENCIA ENERGETICA Y MEDIO AMBIENTE,Tributos de carácter autonómico,62.2
2017,EFICIENCIA ENERGETICA Y MEDIO AMBIENTE,Tributos de carácter estatal,0.93
2017,SERVICIOS COMUNES,Tributos de carácter autonómico,286.01
2017,SERVICIOS COMUNES,Gastos diversos: Reuniones y conferencias (C.Insc),582.75
2017,SERVICIOS COMUNES,Gastos de viajes por gestión y representación,162.87
2017,SERVICIOS COMUNES,Gastos diversos: Atenciones protoc. y represent.,62.6
2017,SERVICIOS COMUNES,Suministros de otros productos,31.46
2017,SERVICIOS COMUNES,Trabajos por otras empresas: Otros,1792.88
2017,SERVICIOS COMUNES,Transp. y comunic.: Otros serv. de transporte,8.5
2017,SERVICIOS COMUNES,Otros Gastos diversos,2216.55
2017,SERVICIOS COMUNES,Primas de seguros: De vehículos,1926.47
2017,ACCIÓN INTERNACIONAL,Gastos diversos: Reuniones y conferencias (C.Insc),90.0
2017,ACCIÓN INTERNACIONAL,Gastos de viajes por gestión y representación,60.12
2017,ACCIÓN INTERNACIONAL,Otros Gastos diversos,93.9
2017,ACCIÓN INTERNACIONAL,Transferencias corrientes a familias: Becas,3400.0
2017,ACCIÓN INTERNACIONAL,Compras de material informático no inventariable,56.79
2017,ALUMNADO,Gastos diversos: Atenciones protoc. y represent.,171.9
2017,ALUMNADO,Gastos de viajes de alumnos,5794.99
2017,ALUMNADO,Transp. y comunic.: Otros serv. de transporte,30.4
2017,ALUMNADO,Adquisición de otro inmovilizado material,7753.08
2017,ALUMNADO,Transportes y comunicaciones: Correo y mensajería,81.84
2017,ALUMNADO,Trabajos por otras empresas: Otros,3804.24
2017,ALUMNADO,Suministros de otros productos,26559.5
2017,ALUMNADO,Otros Gastos diversos,987.88
2017,ALUMNADO,Primas de seguros: De otros riesgos,318.45
2017,ALUMNADO,Adquisición mobiliario,181.34
2017,ALUMNADO,Gastos diversos: Reuniones y conferencias (C.Ins),13774.56
2017,AREA DE INFORMACION,Trabajos por otras empresas: Otros,2206.53
2017,AREA DE INFORMACION,Otros Gastos diversos,822.16
2017,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Gastos diversos: Reuniones y conferencias (C.Insc),9034.11
2017,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Compras de material de oficina no inventariable,5.09
2017,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Otros Gastos diversos,298.45
2017,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Trabajos por otras empresas: Otros,1526.08
2017,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Adquisición fondos bibliográficos,38.22
2017,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Suministros de otros productos,46.53
2017,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Adquisición equipos procesos información,8204.03
2017,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Transportes y comunicaciones: Correo y mensajería,74.4
2017,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Gastos diversos: Atenciones protoc. y represent.,251.6
2017,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Repar. y conserv. de equi.procesos de información,4677.19
2017,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Reparación y conservación de otros bienes,2639.54
2017,AREA DE SISTEMAS DE INFORMACION Y COMUNICACION,Gastos de viajes por docencia,9162.28
2017,BIBLIOTECA,Otros Gastos diversos,4839.04
2017,BIBLIOTECA,Gastos de viajes por gestión y representación,332.94
2017,BIBLIOTECA,Gastos diversos: Reuniones y conferencias (C.Insc),90.0
2017,CAMPUS Y SOSTENIBILIDAD,Suministros de combustibles,2265.71
2017,CAMPUS Y SOSTENIBILIDAD,Repar. y conservación de material de transporte,581.62
2017,CAMPUS Y SOSTENIBILIDAD,Otros Gastos diversos,623.29
2017,CAMPUS Y SOSTENIBILIDAD,Trabajos por otras empresas: Otros,229.29
2017,CAMPUS Y SOSTENIBILIDAD,Suministros de otros productos,183.49
2017,CAMPUS Y SOSTENIBILIDAD,Compras de material informático no inventariable,50.4
2017,CATEDRA BAYER CROPSCIENCE,Reuniones y conferencias (Cuotas inscripción),669.53
2017,CATEDRA BAYER CROPSCIENCE,Servicios de transporte,177.25
2017,CATEDRA BAYER CROPSCIENCE,"Dietas, locomoción y traslados",20690.82
2017,CATEDRA BAYER CROPSCIENCE,Estudios y trabajos técnicos,3084.35
2017,CENTRO DE COOPERACIÓN AL DESARROLLO,Transportes y comunicaciones: Correo y mensajería,5.72
2017,CENTRO DE COOPERACIÓN AL DESARROLLO,Trabajos por otras empresas: Otros,398.9
2017,CENTRO DE COOPERACIÓN AL DESARROLLO,Gastos diversos: Atenciones protoc. y represent.,129.81
2017,CENTRO DE COOPERACIÓN AL DESARROLLO,Transferencias corrientes a familias: Becas,250.0
2017,CENTRO DE COOPERACIÓN AL DESARROLLO,Gastos de viajes por gestión y representación,944.0
2017,CENTRO DE COOPERACIÓN AL DESARROLLO,Gastos diversos: Reuniones y conferencias (C.Ins),665.0
2017,CENTRO DE COOPERACIÓN AL DESARROLLO,Transp. y comunic.: Otros serv. de transporte,42.9
2017,CENTRO DE COOPERACIÓN AL DESARROLLO,"Gastos diversos: Cursos, cursillos y conferencias",27.74
2017,CENTRO DE COOPERACIÓN AL DESARROLLO,Suministros de otros productos,325.25
2017,CENTRO DE COOPERACIÓN AL DESARROLLO,Compras de material de oficina no inventariable,12.26
2017,CONSEJO SOCIAL,Gastos diversos: Atenciones protoc. y represent.,4291.83
2017,CONSEJO SOCIAL,Suministros de otros productos,1914.18
